qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
6563,1714,none,166,982,5729,614,4220,home,21,136.0,1350,114,808.0,7728,11,65.0,653,84,549.0,5167,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6564,1714,none,166,982,5729,614,4220,home,26,123.0,4146,152,692.0,23580,11,55.0,2123,93,432.0,15725,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6565,1714,none,166,982,5729,614,4220,home,34,99.0,2019,165,522.0,11493,13,46.0,1069,93,327.0,7880,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6566,1714,none,166,982,5729,614,4220,home,26,47.0,1033,122,262.0,5901,12,24.0,530,77,177.0,3950,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6567,1714,none,166,982,5729,614,4220,home,34,127.0,4146,178,708.0,23580,15,60.0,2123,104,452.0,15725,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6568,1714,none,166,982,5729,614,4220,home,8,103.0,4146,38,553.0,23580,4,46.0,2123,27,347.0,15725,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6569,1714,none,166,982,5729,614,4220,home,4,54.0,4371,19,269.0,24710,2,25.0,2167,12,154.0,16118,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tuesday
6570,1984,,0,426,2458,247,1790,home,42,44.0,293,245,260.0,1935,20,22.0,175,160,175.0,1473,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
6571,2140,none,162,550,3331,354,2549,st,18,91.0,460,117,540.0,2930,11,47.0,268,89,379.0,2183,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6572,2140,none,162,550,3331,354,2549,st,21,88.0,460,145,572.0,2930,12,46.0,268,115,399.0,2183,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6573,2140,none,162,550,3331,354,2549,st,4,94.0,94,40,570.0,570,4,46.0,46,40,385.0,385,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6574,2140,none,162,550,3331,354,2549,st,20,83.0,273,126,486.0,1600,10,37.0,130,90,305.0,1043,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6575,2140,none,162,550,3331,354,2549,st,57,82.0,273,321,465.0,1600,29,42.0,130,213,311.0,1043,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6576,2140,none,162,550,3331,354,2549,st,30,82.0,273,179,465.0,1600,15,42.0,130,124,311.0,1043,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6577,367,none,4,769,4255,462,3124,st,27,57.0,3190,134,327.0,17732,8,23.0,1650,63,193.0,11735,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6578,367,none,4,769,4255,462,3124,st,6,24.0,5535,35,118.0,31983,3,11.0,3089,24,69.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6579,367,none,4,769,4255,462,3124,st,20,55.0,3190,109,300.0,17732,9,28.0,1650,76,199.0,11735,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6580,367,none,4,769,4255,462,3124,st,20,109.0,3190,98,527.0,17732,9,51.0,1650,55,322.0,11735,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6581,367,none,4,769,4255,462,3124,st,20,109.0,3190,80,527.0,17732,7,51.0,1650,35,322.0,11735,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6582,367,none,4,769,4255,462,3124,st,31,109.0,3190,141,527.0,17732,13,51.0,1650,77,322.0,11735,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6583,367,none,4,769,4255,462,3124,st,8,139.0,5535,43,803.0,31983,4,76.0,3089,27,568.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6584,367,none,4,769,4255,462,3124,st,24,139.0,5535,134,803.0,31983,13,76.0,3089,97,568.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6585,367,none,4,769,4255,462,3124,st,19,45.0,5535,88,209.0,31983,10,24.0,3089,62,142.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6586,367,none,4,769,4255,462,3124,st,25,43.0,5535,111,208.0,31983,11,18.0,3089,67,116.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6587,367,none,4,769,4255,462,3124,st,32,109.0,5535,136,559.0,31983,9,47.0,3089,58,330.0,22475,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6588,1605,none,138,659,3784,445,2938,top of the news,3,76.0,107,19,481.0,661,2,49.0,65,14,377.0,500,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6589,1605,none,138,659,3784,445,2938,top of the news,34,131.0,131,189,744.0,744,17,62.0,62,129,490.0,490,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6590,2064,none,107,701,4165,436,3228,home,19,121.0,5146,98,672.0,31396,8,57.0,3043,59,424.0,23251,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6591,2064,none,107,701,4165,436,3228,home,29,121.0,5146,156,672.0,31396,15,57.0,3043,113,424.0,23251,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6592,2064,none,107,701,4165,436,3228,home,18,91.0,5146,89,494.0,31396,10,49.0,3043,63,341.0,23251,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6593,2064,none,107,701,4165,436,3228,home,17,93.0,5146,83,473.0,31396,9,42.0,3043,55,287.0,23251,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6594,626,none,35,703,4053,456,3123,home,9,75.0,5474,52,420.0,31617,5,37.0,2973,36,271.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6595,626,none,35,703,4053,456,3123,home,17,95.0,5474,101,536.0,31617,10,52.0,2973,78,371.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6596,626,none,35,703,4053,456,3123,home,9,170.0,5474,56,948.0,31617,5,87.0,2973,39,624.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6597,626,none,35,703,4053,456,3123,home,2,93.0,5474,18,500.0,31617,2,44.0,2973,18,312.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6598,626,none,35,703,4053,456,3123,home,14,93.0,5474,70,500.0,31617,6,44.0,2973,44,312.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6599,626,none,35,703,4053,456,3123,home,21,91.0,5474,139,582.0,31617,14,50.0,2973,113,416.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6600,626,none,35,703,4053,456,3123,home,23,91.0,5474,147,582.0,31617,11,50.0,2973,102,416.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6601,626,none,35,703,4053,456,3123,home,4,95.0,5474,19,536.0,31617,2,52.0,2973,11,371.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6602,626,none,35,703,4053,456,3123,home,12,96.0,5474,71,533.0,31617,7,49.0,2973,55,358.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6603,626,none,35,703,4053,456,3123,home,2,86.0,5474,8,480.0,31617,1,43.0,2973,5,311.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6604,626,none,35,703,4053,456,3123,home,8,86.0,5474,50,480.0,31617,5,43.0,2973,38,311.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6605,626,none,35,703,4053,456,3123,home,33,86.0,5474,183,480.0,31617,17,43.0,2973,125,311.0,21785,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,friday
6606,663,none,138,469,2625,277,1964,top of the news,2,55.0,3464,12,288.0,20145,2,27.0,1975,12,185.0,14345,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6607,663,none,138,469,2625,277,1964,top of the news,2,65.0,3464,21,396.0,20145,2,38.0,1975,21,292.0,14345,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6608,663,none,138,469,2625,277,1964,top of the news,3,71.0,3464,17,419.0,20145,2,37.0,1975,13,292.0,14345,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6609,663,none,138,469,2625,277,1964,top of the news,28,91.0,3464,139,490.0,20145,15,48.0,1975,92,332.0,14345,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6610,2170,none,139,490,2779,329,2165,st,3,90.0,402,24,498.0,2295,2,54.0,250,21,357.0,1691,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,monday
6611,2170,none,139,490,2779,329,2165,st,2,91.0,91,11,506.0,506,1,46.0,46,8,336.0,336,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,monday
6612,2170,none,139,490,2779,329,2165,st,28,96.0,375,163,562.0,2224,14,51.0,197,117,396.0,1536,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,monday
6613,2170,none,139,490,2779,329,2165,st,4,34.0,108,23,173.0,557,4,14.0,49,23,99.0,335,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,monday
6614,762,none,142,293,1646,193,1281,top of the news,22,50.0,2178,130,284.0,12272,11,28.0,1124,93,204.0,8231,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,wednesday
6615,2504,,0,265,1456,166,1066,home,22,92.0,385,103,462.0,1977,9,40.0,188,57,274.0,1243,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
6616,2504,,0,265,1456,166,1066,home,50,92.0,385,259,462.0,1977,23,40.0,188,159,274.0,1243,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
6617,2504,,0,265,1456,166,1066,home,10,64.0,385,41,293.0,1977,4,30.0,188,24,167.0,1243,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
6618,2504,,0,265,1456,166,1066,home,58,46.0,385,289,250.0,1977,26,23.0,188,177,166.0,1243,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
6619,2504,,0,265,1456,166,1066,home,10,46.0,385,52,250.0,1977,3,23.0,188,28,166.0,1243,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
6620,686,none,101,378,2067,226,1519,home,42,72.0,1088,237,401.0,6236,18,34.0,558,135,245.0,4145,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6621,686,none,101,378,2067,226,1519,home,16,72.0,2701,79,424.0,16263,7,38.0,1540,51,301.0,11781,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6622,686,none,101,378,2067,226,1519,home,23,48.0,2701,120,256.0,16263,9,18.0,1540,75,142.0,11781,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6623,619,none,40,674,3638,416,2838,home,19,70.0,2569,127,423.0,14986,13,46.0,1409,108,341.0,10566,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6624,619,none,40,674,3638,416,2838,home,16,45.0,144,83,247.0,863,8,25.0,85,58,179.0,640,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6625,619,none,40,674,3638,416,2838,home,43,103.0,2569,248,603.0,14986,21,58.0,1409,167,439.0,10566,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,tuesday
6626,1408,none,142,854,4837,535,3671,top of the news,37,120.0,5693,173,609.0,31919,15,48.0,2756,93,327.0,20598,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6627,1408,none,142,854,4837,535,3671,top of the news,14,50.0,2047,88,271.0,11481,8,25.0,1005,68,184.0,7510,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
6628,1408,none,142,854,4837,535,3671,top of the news,19,116.0,5693,95,575.0,31919,7,49.0,2756,47,321.0,20598,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
