qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
3623,2356,none,95,774,4528,471,3359,top of the news,47,88.0,1456,249,500.0,8759,21,42.0,783,146,319.0,6188,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3624,2548,none,107,423,2408,262,1789,singapore,18,122.0,222,96,777.0,1369,10,77.0,132,73,604.0,1010,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3625,2548,none,107,423,2408,262,1789,singapore,21,96.0,375,104,530.0,2158,8,42.0,179,57,307.0,1366,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3626,2548,none,107,423,2408,262,1789,singapore,29,148.0,148,176,913.0,913,11,66.0,66,97,575.0,575,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3627,2548,none,107,423,2408,262,1789,singapore,29,53.0,375,164,302.0,2158,14,23.0,179,110,182.0,1366,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3628,2485,transport,24,375,1972,213,1435,singapore,3,41.0,41,25,224.0,224,2,17.0,17,21,135.0,135,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3629,2485,transport,24,375,1972,213,1435,singapore,7,88.0,88,40,473.0,473,3,36.0,36,24,274.0,274,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3630,2485,transport,24,375,1972,213,1435,singapore,5,91.0,91,29,514.0,514,3,45.0,45,21,339.0,339,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3631,2485,transport,24,375,1972,213,1435,singapore,39,59.0,191,176,291.0,994,16,29.0,88,100,185.0,615,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3632,59,none,42,720,4120,432,3060,top of the news,26,98.0,763,150,587.0,4472,10,50.0,420,93,414.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3633,59,none,42,720,4120,432,3060,top of the news,35,98.0,763,206,587.0,4472,17,50.0,420,143,414.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3634,59,none,42,720,4120,432,3060,top of the news,7,46.0,763,41,268.0,4472,4,26.0,420,30,193.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3635,59,none,42,720,4120,432,3060,top of the news,20,33.0,763,118,211.0,4472,11,18.0,420,84,153.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3636,59,none,42,720,4120,432,3060,top of the news,9,65.0,763,65,356.0,4472,7,33.0,420,54,227.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3637,59,none,42,720,4120,432,3060,top of the news,41,46.0,763,227,270.0,4472,18,23.0,420,149,188.0,3139,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3638,2646,,0,481,2866,344,2309,singapore,6,62.0,446,50,325.0,2470,4,29.0,225,43,215.0,1622,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3639,2646,,0,481,2866,344,2309,singapore,5,89.0,446,27,471.0,2470,3,46.0,225,20,310.0,1622,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3640,2482,none,103,484,2952,304,2267,singapore,17,88.0,1940,123,577.0,12373,12,52.0,1114,105,441.0,9187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3641,2482,none,103,484,2952,304,2267,singapore,1,103.0,1940,10,695.0,12373,1,62.0,1114,10,535.0,9187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3642,2482,none,103,484,2952,304,2267,singapore,2,93.0,1940,16,575.0,12373,2,57.0,1114,16,440.0,9187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3643,2482,none,103,484,2952,304,2267,singapore,1,27.0,375,13,177.0,2291,1,14.0,203,13,129.0,1644,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3644,1570,none,111,597,3321,359,2407,singapore,24,84.0,5543,107,496.0,31657,7,44.0,2806,45,345.0,20843,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
3645,1570,none,111,597,3321,359,2407,singapore,25,169.0,5543,150,968.0,31657,11,85.0,2806,97,641.0,20843,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
3646,1143,transport,24,455,2449,271,1810,top of the news,30,155.0,5773,172,797.0,31865,15,67.0,3007,118,449.0,20878,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3647,1143,transport,24,455,2449,271,1810,top of the news,8,95.0,320,48,575.0,1942,5,50.0,165,38,399.0,1335,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3648,1143,transport,24,455,2449,271,1810,top of the news,39,102.0,320,245,613.0,1942,18,49.0,165,159,403.0,1335,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3649,1143,transport,24,455,2449,271,1810,top of the news,7,108.0,5773,45,601.0,31865,4,55.0,3007,35,383.0,20878,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3650,2291,none,107,402,2120,242,1535,singapore,24,181.0,181,113,927.0,927,10,88.0,88,64,578.0,578,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3651,2291,none,107,402,2120,242,1535,singapore,24,96.0,96,114,495.0,495,11,48.0,48,73,311.0,311,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3652,2291,none,107,402,2120,242,1535,singapore,39,96.0,96,186,495.0,495,16,48.0,48,92,311.0,311,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3653,2291,none,107,402,2120,242,1535,singapore,17,159.0,391,75,837.0,2047,6,68.0,168,34,471.0,1173,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3654,2334,none,102,357,2037,223,1549,singapore,26,60.0,217,136,318.0,1206,12,26.0,106,77,181.0,763,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3655,2334,none,102,357,2037,223,1549,singapore,17,54.0,217,75,272.0,1206,7,23.0,106,41,156.0,763,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3656,2334,none,102,357,2037,223,1549,singapore,33,54.0,217,190,272.0,1206,14,23.0,106,116,156.0,763,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3657,2334,none,102,357,2037,223,1549,singapore,12,13.0,13,45,59.0,59,4,6.0,6,26,40.0,40,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3658,2716,none,107,432,2346,271,1760,top of the news,7,92.0,361,30,490.0,1894,3,38.0,163,17,286.0,1141,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3659,2716,none,107,432,2346,271,1760,top of the news,33,53.0,153,181,310.0,859,15,28.0,76,119,221.0,568,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3660,2716,none,107,432,2346,271,1760,top of the news,10,84.0,361,41,392.0,1894,6,36.0,163,31,215.0,1141,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3661,2716,none,107,432,2346,271,1760,top of the news,37,64.0,361,188,336.0,1894,18,30.0,163,120,207.0,1141,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3662,2462,none,4,759,4239,479,3144,top of the news,1,86.0,396,11,475.0,2142,1,38.0,175,11,286.0,1278,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3663,2462,none,4,759,4239,479,3144,top of the news,9,111.0,3887,55,656.0,23210,4,60.0,2168,37,471.0,16372,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3664,2462,none,4,759,4239,479,3144,top of the news,32,128.0,3887,172,751.0,23210,14,66.0,2168,108,519.0,16372,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3665,2462,none,4,759,4239,479,3144,top of the news,27,128.0,3887,141,751.0,23210,12,66.0,2168,83,519.0,16372,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3666,2462,none,4,759,4239,479,3144,top of the news,4,39.0,470,16,205.0,2511,2,17.0,187,9,120.0,1376,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3667,2462,none,4,759,4239,479,3144,top of the news,14,52.0,288,79,317.0,1548,7,25.0,133,59,210.0,941,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3668,2462,none,4,759,4239,479,3144,top of the news,4,33.0,33,19,163.0,163,2,15.0,15,12,102.0,102,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3669,2462,none,4,759,4239,479,3144,top of the news,16,72.0,364,69,354.0,2052,8,35.0,180,41,219.0,1318,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3670,2462,none,4,759,4239,479,3144,top of the news,7,48.0,734,42,272.0,4103,3,20.0,340,24,161.0,2524,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3671,2462,none,4,759,4239,479,3144,top of the news,9,42.0,42,44,217.0,217,4,20.0,20,25,136.0,136,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3672,2462,none,4,759,4239,479,3144,top of the news,28,127.0,127,141,678.0,678,14,56.0,56,95,412.0,412,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3673,2462,none,4,759,4239,479,3144,top of the news,17,54.0,258,84,285.0,1453,6,25.0,127,49,174.0,954,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3674,2462,none,4,759,4239,479,3144,top of the news,1,86.0,396,11,475.0,2142,1,38.0,175,11,286.0,1278,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3675,2344,none,89,429,2484,275,1905,singapore,28,59.0,353,167,320.0,2097,15,33.0,199,120,227.0,1532,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3676,2344,none,89,429,2484,275,1905,singapore,15,55.0,150,73,301.0,814,8,28.0,86,50,200.0,558,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3677,406,none,74,588,3356,375,2570,singapore,29,86.0,3218,156,474.0,19223,13,41.0,1662,101,316.0,13209,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3678,406,none,74,588,3356,375,2570,singapore,7,32.0,3218,48,186.0,19223,4,10.0,1662,37,94.0,13209,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3679,406,none,74,588,3356,375,2570,singapore,21,62.0,2950,118,341.0,16450,12,33.0,1496,81,228.0,10941,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3680,406,none,74,588,3356,375,2570,singapore,23,62.0,2950,119,341.0,16450,10,33.0,1496,78,228.0,10941,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3681,406,none,74,588,3356,375,2570,singapore,36,54.0,2075,205,314.0,12509,17,27.0,1140,126,203.0,8867,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3682,406,none,74,588,3356,375,2570,singapore,26,172.0,2027,139,1067.0,12443,14,94.0,1172,95,755.0,9104,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3683,2539,none,106,414,2493,271,2018,singapore,5,181.0,2263,27,1074.0,13960,4,102.0,1256,25,769.0,10042,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3684,2539,none,106,414,2493,271,2018,singapore,13,125.0,2233,74,803.0,13650,7,80.0,1261,50,625.0,9782,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3685,2539,none,106,414,2493,271,2018,singapore,20,85.0,2233,132,532.0,13650,13,47.0,1261,108,373.0,9782,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3686,404,health,72,446,2370,278,1862,singapore,7,152.0,286,41,897.0,1686,4,88.0,167,32,657.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3687,404,health,72,446,2370,278,1862,singapore,2,152.0,286,13,897.0,1686,2,88.0,167,13,657.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3688,404,health,72,446,2370,278,1862,singapore,15,152.0,286,67,897.0,1686,5,88.0,167,34,657.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3689,404,health,72,446,2370,278,1862,singapore,2,152.0,286,15,897.0,1686,2,88.0,167,15,657.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3690,404,health,72,446,2370,278,1862,singapore,23,152.0,286,134,897.0,1686,13,88.0,167,94,657.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3691,404,health,72,446,2370,278,1862,singapore,14,49.0,286,83,291.0,1686,8,29.0,167,61,218.0,1225,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3692,1283,none,112,1048,6272,617,4578,singapore,113,36.0,4036,743,247.0,23386,59,21.0,2089,522,189.0,15738,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3693,1283,none,112,1048,6272,617,4578,singapore,36,121.0,4036,216,650.0,23386,19,60.0,2089,157,427.0,15738,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3694,419,none,101,260,1384,146,956,singapore,23,52.0,3753,105,258.0,21157,7,26.0,2072,46,158.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3695,419,none,101,260,1384,146,956,singapore,36,67.0,109,188,348.0,571,16,33.0,60,106,215.0,386,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3696,2434,none,72,358,2039,220,1492,singapore,15,23.0,280,92,136.0,1722,8,12.0,147,67,98.0,1174,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3697,2434,none,72,358,2039,220,1492,singapore,36,69.0,280,216,419.0,1722,20,36.0,147,151,287.0,1174,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3698,3178,,0,594,3480,402,2689,singapore,9,137.0,203,41,737.0,1079,3,56.0,80,17,435.0,607,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3699,3178,,0,594,3480,402,2689,singapore,2,54.0,2258,18,340.0,12701,2,30.0,1098,18,251.0,8117,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3700,953,none,101,397,2124,219,1494,singapore,20,97.0,2436,108,490.0,13110,10,43.0,1172,72,282.0,8187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3701,953,none,101,397,2124,219,1494,singapore,43,97.0,2436,224,490.0,13110,18,43.0,1172,128,282.0,8187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3702,953,none,101,397,2124,219,1494,singapore,3,107.0,2436,12,588.0,13110,1,52.0,1172,5,371.0,8187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3703,953,none,101,397,2124,219,1494,singapore,35,107.0,2436,212,588.0,13110,19,52.0,1172,142,371.0,8187,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3704,953,none,101,397,2124,219,1494,singapore,27,84.0,490,130,416.0,2562,8,36.0,212,55,230.0,1479,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friday
3705,2411,none,87,393,2280,239,1736,singapore,7,133.0,133,44,724.0,724,4,57.0,57,33,423.0,423,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3706,2411,none,87,393,2280,239,1736,singapore,15,128.0,412,81,722.0,2370,6,57.0,197,50,448.0,1528,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3707,2411,none,87,393,2280,239,1736,singapore,30,128.0,412,162,722.0,2370,14,57.0,197,99,448.0,1528,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3708,795,manpower,23,492,2662,312,2072,top of the news,3,111.0,3247,19,609.0,19119,3,58.0,1721,19,406.0,13186,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3709,795,manpower,23,492,2662,312,2072,top of the news,7,120.0,2017,55,711.0,11444,6,67.0,1102,52,506.0,8025,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3710,795,manpower,23,492,2662,312,2072,top of the news,25,120.0,2017,156,711.0,11444,11,67.0,1102,94,506.0,8025,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3711,795,manpower,23,492,2662,312,2072,top of the news,9,120.0,2017,26,711.0,11444,1,67.0,1102,4,506.0,8025,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3712,795,manpower,23,492,2662,312,2072,top of the news,19,144.0,1906,129,871.0,11074,14,79.0,998,108,613.0,7521,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3713,2570,none,101,443,2807,268,2093,singapore,36,57.0,1368,252,359.0,8523,21,27.0,715,191,245.0,5938,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3714,2570,none,101,443,2807,268,2093,singapore,6,52.0,1368,42,314.0,8523,3,24.0,715,30,196.0,5938,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3715,2570,none,101,443,2807,268,2093,singapore,6,94.0,1368,42,559.0,8523,3,43.0,715,29,365.0,5938,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3716,2276,none,107,490,2765,292,2034,singapore,5,43.0,1364,37,237.0,8025,3,22.0,728,28,161.0,5605,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3717,2276,none,107,490,2765,292,2034,singapore,29,120.0,984,173,732.0,5681,10,55.0,464,93,471.0,3605,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3718,2276,none,107,490,2765,292,2034,singapore,14,36.0,38,66,160.0,180,5,19.0,21,33,102.0,122,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3719,2276,none,107,490,2765,292,2034,singapore,5,43.0,1364,37,237.0,8025,3,22.0,728,28,161.0,5605,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3720,1587,none,101,512,3077,343,2468,top of the news,15,66.0,485,98,403.0,2936,9,32.0,276,75,271.0,2127,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3721,1587,none,101,512,3077,343,2468,top of the news,13,80.0,485,79,489.0,2936,10,50.0,276,69,372.0,2127,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3722,1587,none,101,512,3077,343,2468,top of the news,15,54.0,485,94,321.0,2936,8,30.0,276,67,226.0,2127,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3723,2761,none,3,555,3168,360,2500,singapore,3,150.0,4020,17,849.0,23280,2,76.0,2129,12,580.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
